 0 532 103 7
 0 541 113 6
 0 537 110 5
 0 533 106 6
 0 539 104 7
 0 555 95 6
 0 567 94 5
 0 566 96 4
 0 577 100 4
 0 585 101 3
 0 590 95 3
 0 593 96 2
 0 596 86 2
 0 608 87 2
 0 607 89 2
 0 592 89 2
 0 614 86 2
 0 618 84 2
 0 626 85 2
 0 629 88 2
 0 639 88 2
 0 641 83 3
 0 665 88 3
 0 646 88 3
 0 638 80 3
 0 644 77 4
 0 660 73 4
 0 670 70 5
 0 656 73 5
 0 660 71 4
 0 648 73 5
 0 653 71 7
 0 652 74 8
 0 669 77 10
 0 651 76 11
 0 646 78 11
 0 645 72 10
 0 615 72 9
 0 605 72 11
 0 587 75 10
 0 592 79 9
 0 565 80 7
 0 560 73 7
 0 550 72 6
 0 531 73 7
 0 540 74 7
 0 548 69 6
 0 526 66 4
 0 527 66 3
 0 514 67 4
 0 517 68 3
 0 508 64 2
 0 495 66 2
 0 497 60 2
 0 520 62 2
 0 519 66 2
 0 499 66 2
 1 507 64 2
 1 509 60 4
 1 513 59 4
 2 508 63 4
 2 503 67 3
 3 494 69 2
 2 502 65 2
 2 510 62 2
 1 509 69 2
 0 507 65 1
 0 510 71 0
 0 489 73 0
 0 484 67 0
 0 473 62 0
 0 462 58 0
 0 467 60 0
 0 474 60 0
 0 463 66 0
 0 445 67 0
 0 449 68 0
 0 437 71 0
 0 438 66 0
 0 446 73 0
 1 444 75 0
 1 424 74 0
 0 424 80 0
 0 430 77 0
 0 442 81 0
 0 449 86 0
 0 435 92 0
 0 435 101 0
 0 428 108 0
 0 423 111 0
 0 419 117 1
 0 439 111 2
 0 451 108 3
 0 463 104 2
 0 471 101 2
 0 478 101 2
 0 469 91 2
 0 478 93 2
 0 477 94 2
 0 475 95 2
 0 486 91 1
 0 477 94 1
 0 467 97 1
 0 480 93 1
 0 469 102 1
 0 468 100 1
 0 443 96 2
 0 460 99 2
 0 461 104 1
 0 447 112 0
 0 446 118 0
 0 443 112 0
 0 445 118 0
 0 431 125 0
 0 433 138 0
 0 428 143 0
 0 433 146 0
 0 430 145 0
 0 428 150 0
 0 419 161 0
 0 414 168 0
 0 404 171 0
 0 407 184 0
 0 416 190 0
 0 420 181 0
 0 401 193 0
 0 408 200 0
 0 414 205 0
 0 408 205 0
 0 400 209 0
 0 406 211 0
 0 389 229 0
 0 389 246 0
 0 387 257 0
 0 378 269 0
 0 388 274 0
 0 383 272 0
 0 375 278 0
 0 364 287 0
 0 348 282 0
 0 342 293 0
 0 338 299 0
 0 327 310 0
 0 321 318 0
 0 332 331 0
 0 314 353 0
 0 305 348 0
 0 312 354 0
 0 310 360 0
 0 301 374 0
 0 309 362 0
 0 317 373 0
 0 311 387 0
 0 308 379 0
 0 309 380 0
 0 302 373 0
 0 312 366 0
 0 318 376 0
 0 317 383 0
 0 316 392 0
 0 311 387 0
 0 319 386 0
 0 311 369 0
 0 301 367 0
 0 308 370 0
 0 308 377 0
 0 306 373 0
 0 318 373 0
 0 315 372 0
 0 313 382 0
 0 305 396 0
 0 296 398 0
 0 289 390 0
 0 288 382 0
 0 288 380 0
 0 279 394 0
 0 273 396 0
 0 277 405 0
 0 272 402 0
 0 272 397 0
 0 260 401 0
 0 271 410 0
 0 274 409 0
 0 264 409 0
 0 265 421 0
 0 264 428 0
 0 269 428 0
 0 261 431 0
 0 261 423 0
 0 256 420 0
 0 247 423 0
 0 242 412 0
 0 233 400 0
 0 224 394 0
 0 211 371 0
 0 208 369 0
 0 201 354 0
 0 203 344 0
 0 189 344 0
 0 190 355 0
 0 194 362 0
 0 185 362 0
 0 170 365 0
 0 163 372 0
 0 164 370 0
 1 159 364 0
 1 150 380 0
 1 149 391 0
 1 152 399 0
 1 146 391 0
 0 153 391 0
 0 149 401 0
 0 142 406 0
 0 146 426 0
 0 138 420 0
 0 135 409 0
 0 138 402 0
 0 134 410 0
 0 138 425 0
 0 141 410 0
 0 144 407 0
 0 142 419 0
 0 146 435 0
 0 146 445 0
 0 145 442 0
 0 148 434 0
 0 142 423 0
 0 141 429 0
 0 142 415 0
 0 143 423 0
 0 148 418 0
 0 138 408 0
 0 128 422 0
 0 119 408 0
 0 119 405 0
 0 121 414 0
 0 121 419 0
 0 124 415 0
 0 123 421 0
 0 121 407 0
 0 124 412 0
 0 132 426 0
 0 129 405 0
 0 133 397 0
 0 127 411 0
 0 129 411 0
 0 122 416 0
 0 128 412 0
 0 127 407 0
 0 135 412 0
 0 142 423 0
 0 134 435 0
 0 136 439 0
 0 141 443 0
 1 144 439 0
 1 156 444 0
 1 161 445 0
 1 145 453 0
 1 142 460 0
 1 137 464 0
 1 140 475 0
 1 139 471 0
 2 135 488 0
 2 139 515 0
 2 142 511 0
 3 128 499 0
 3 131 508 0
 2 131 514 0
 2 133 520 0
 2 141 520 0
 3 147 534 0
 3 144 549 0
 3 148 539 0
 3 146 529 0
 3 146 536 0
 3 140 535 0
 6 146 533 0
 7 149 518 0
 8 152 505 0
 9 161 516 0
 11 166 520 0
 10 175 506 0
 10 177 505 0
 9 184 505 0
 10 191 505 0
 10 186 495 0
 10 186 498 0
 11 187 506 0
 13 182 505 0
 9 171 486 0
 9 170 483 0
 8 172 481 0
 8 177 494 0
 8 194 491 0
 10 206 481 1
 8 202 464 1
 9 201 459 1
 9 204 466 1
 13 203 460 1
 12 214 450 1
 11 212 450 1
 10 213 453 1
 9 216 453 1
 8 211 457 1
 9 217 455 1
 14 224 449 1
 13 243 439 1
 12 249 438 1
 12 246 429 1
 11 241 425 1
 12 253 412 1
 12 245 407 1
 11 253 403 2
 12 250 393 2
 14 247 390 1
 14 249 372 1
 14 259 372 1
 14 276 374 1
 14 283 372 1
 12 288 369 1
 15 296 363 2
 14 281 367 2
 15 281 356 2
 13 282 353 2
 14 287 337 1
 13 275 329 1
 12 283 315 0
 11 286 305 0
 12 288 305 0
 12 297 298 0
 12 288 303 0
 9 293 311 0
 11 282 301 0
 11 283 292 0
 10 281 292 0
 9 289 296 0
 10 289 295 0
 10 291 279 0
 10 282 272 1
 10 293 270 1
 10 289 277 0
 11 300 280 0
 13 306 279 0
 11 315 275 0
 8 326 252 0
 8 341 253 0
 8 336 250 0
 9 334 251 0
 8 333 265 0
 6 331 263 0
 4 334 250 0
 4 334 253 0
 4 340 264 0
 5 330 259 0
 6 337 248 0
 5 344 244 0
 5 360 245 0
 5 367 244 0
 5 373 246 0
 5 379 244 0
 5 382 246 0
 5 395 253 0
 5 408 236 0
 5 412 242 0
 4 418 233 0
 4 458 233 0
 3 478 221 0
 2 502 215 0
 2 502 213 0
 2 504 213 0
 1 528 203 0
 1 530 212 0
 1 546 201 0
 1 551 201 0
 1 540 196 0
 2 552 182 0
 2 567 180 0
 4 573 176 0
 4 562 172 0
 7 577 166 0
 7 582 155 0
 6 583 148 1
 5 599 150 0
 5 621 149 0
 6 623 148 0
 5 639 138 0
 5 648 139 0
 4 632 142 0
 4 610 143 0
 4 621 140 0
 4 620 140 0
 4 616 132 0
 3 635 133 0
 2 647 132 0
 2 658 130 0
 2 671 126 0
 2 684 125 0
 3 704 126 0
 3 711 118 0
 3 727 121 0
 3 734 115 0
 3 739 114 0
 4 758 102 0
 4 765 106 0
 4 776 109 0
 3 759 102 0
 2 730 100 0
 3 734 97 0
 4 731 93 0
 4 729 90 0
 3 705 85 0
 3 704 77 0
 3 683 71 0
 3 693 72 0
 3 669 71 0
 4 677 74 0
 6 684 63 0
 7 654 58 0
 8 645 57 0
 6 631 56 0
 7 639 57 0
 8 644 58 0
 9 637 61 0
 8 626 64 0
 10 637 56 0
 12 644 58 0
 10 667 56 0
 9 654 60 0
 10 607 56 0
 12 588 56 0
 10 591 54 0
 10 589 46 0
 11 591 43 0
 12 574 50 0
 14 582 48 0
 12 587 50 1
 12 581 47 1
 11 579 48 1
 10 574 48 1
 10 575 47 1
 10 562 45 1
 10 558 45 1
 9 551 39 1
 9 542 37 1
 6 542 35 1
 7 530 31 1
 8 515 33 1
 8 511 32 1
 9 498 38 1
 9 493 33 1
 9 491 36 1
 10 492 37 0
 10 483 32 0
 12 485 32 0
 14 480 29 0
 13 481 32 0
 14 491 33 0
 13 485 36 0
 14 475 35 0
 13 465 36 0
 12 448 28 0
 16 451 28 0
 18 445 30 0
 16 435 32 0
 17 424 30 0
 15 436 32 0
 17 442 34 0
 15 438 34 0
 16 438 31 0
 15 425 34 0
 17 433 32 0
 16 416 32 0
 17 424 30 0
 17 429 27 0
 18 425 26 0
 19 437 28 0
 18 417 27 0
 17 418 23 0
 21 421 21 0
 21 424 18 0
 20 415 18 0
 19 428 19 0
 23 428 21 0
 23 424 23 0
 26 429 26 0
 26 439 22 0
 26 436 21 0
 29 437 23 0
 29 419 22 0
 30 414 21 0
 33 426 22 0
 31 425 24 0
 32 440 19 0
 28 440 19 0
 26 439 16 0
 24 437 14 0
 24 411 15 0
 30 432 13 0
 32 430 15 0
 32 435 17 0
 34 419 17 0
 35 409 19 0
 39 409 20 0
 37 417 20 0
 34 401 23 0
 36 405 27 0
 36 405 27 0
 38 400 29 0
 33 416 28 0
 34 433 31 0
 37 442 30 0
 38 434 28 0
 40 443 33 0
 41 436 35 0
 40 441 39 0
 38 426 40 0
 38 422 37 0
 37 429 39 0
 36 444 43 0
 34 429 47 0
 37 428 51 0
 35 431 52 0
 33 430 52 0
 32 426 52 0
 34 430 49 0
 36 437 54 0
 35 433 53 0
 37 446 53 0
 34 425 58 0
 37 415 55 0
 38 410 54 0
 33 393 50 0
 30 397 52 0
 32 392 55 0
 34 380 53 0
 34 383 59 0
 37 383 59 0
 37 376 58 0
 35 379 59 0
 35 375 61 0
 37 362 58 0
 37 378 65 0
 37 379 64 0
 34 379 65 0
 34 387 73 0
 32 396 75 0
 35 416 78 0
 37 404 78 0
 40 409 83 0
 39 397 82 0
 34 390 89 0
 32 379 87 0
 29 373 101 0
 30 381 103 0
 29 384 116 0
 35 378 117 0
 35 372 117 0
 37 369 121 0
 35 359 131 0
 31 361 143 0
 30 361 142 1
 28 373 141 2
 26 378 148 1
 28 383 154 1
 28 377 147 1
 29 367 152 1
 30 369 158 3
 32 375 158 3
 35 383 150 3
 36 371 161 3
 41 380 177 3
 45 386 188 3
 47 395 208 3
 51 391 206 2
 55 386 217 2
 51 391 223 1
 51 398 232 1
 53 399 242 1
 53 401 240 0
 52 399 237 0
 53 404 234 0
 49 404 228 0
 54 402 227 0
 56 395 225 0
 59 378 219 0
 54 380 220 0
 53 380 218 0
 52 382 220 0
 48 378 226 0
 52 382 226 0
 51 389 221 0
 55 386 213 0
 53 377 218 0
 51 370 222 0
 53 359 228 0
 52 352 231 0
 60 361 239 1
 58 357 240 1
 53 358 251 1
 53 365 263 1
 55 369 256 1
 53 369 266 1
 54 364 259 1
 47 370 263 1
 44 379 264 1
 45 360 256 0
 46 363 249 0
 45 347 254 0
 44 359 264 0
 47 376 258 0
 46 369 259 0
 42 364 256 0
 46 348 262 0
 47 343 265 0
 48 349 267 0
 48 332 256 0
 46 323 254 0
 50 325 247 0
 53 320 260 0
 51 314 257 0
 46 298 262 0
 43 302 255 0
 43 300 257 0
 47 282 253 0
 44 279 254 0
 47 272 252 0
 47 272 242 0
 49 271 242 0
 47 259 243 0
 45 277 240 0
 45 273 244 0
 47 266 256 0
 47 252 263 0
 47 254 272 0
 44 242 283 0
 43 240 299 0
 47 245 299 0
 44 239 305 0
 41 240 308 0
 44 218 323 0
 47 219 321 0
 44 218 314 0
 43 217 310 0
 44 213 312 0
 45 216 314 0
 44 198 306 0
 48 193 295 0
 49 190 303 0
 50 187 308 0
 50 191 308 0
 49 198 319 0
 42 196 326 0
 46 199 342 0
 41 196 349 0
 42 203 359 0
 40 204 358 0
 40 195 353 0
 44 191 358 0
 40 187 358 0
 44 189 366 0
 44 197 370 0
 43 200 375 0
 40 192 374 0
 39 197 396 0
 39 188 400 0
 38 186 409 0
 37 182 405 0
 34 180 419 0
 33 185 417 0
 29 187 401 0
 31 189 382 0
 29 189 388 0
 31 180 402 0
 30 176 405 0
 30 167 407 0
 33 168 408 0
 35 160 405 0
 36 151 428 0
 33 145 425 0
 31 154 423 0
 32 163 433 0
 38 164 434 0
 39 167 449 0
 41 173 435 0
 35 159 423 0
 42 162 424 0
 42 169 399 0
 43 169 409 0
 44 175 421 0
 43 172 423 0
 43 180 415 0
 42 181 440 0
 42 181 450 0
 38 175 459 0
 39 170 458 0
 34 159 452 0
 38 154 458 0
 37 150 454 0
 34 156 467 0
 35 158 458 0
 37 155 477 0
 40 155 490 0
 40 160 491 1
 39 157 490 1
 39 155 475 1
 37 154 473 2
 34 159 479 2
 31 147 484 2
 29 142 484 1
 30 136 479 1
 34 142 483 1
 39 147 487 2
 42 138 489 2
 45 137 487 2
 46 137 488 2
 47 131 497 2
 44 130 497 1
 47 134 487 0
 48 133 482 0
 45 129 478 0
 43 119 481 0
 43 123 479 0
 41 126 469 0
 38 127 475 0
 34 120 471 0
 35 121 453 0
 36 115 451 0
 38 124 443 0
 38 125 433 0
 38 124 426 0
 41 120 412 0
 46 118 413 0
 46 122 410 0
 44 121 416 0
 46 115 417 0
 50 116 419 0
 47 117 409 0
 49 116 404 0
 57 116 389 0
 52 118 388 0
 53 117 393 0
 47 113 395 0
 47 115 386 0
 46 110 392 0
 49 107 388 0
 47 101 391 0
 52 97 395 1
 50 100 407 0
 49 101 401 0
 51 102 401 0
 49 108 378 0
 48 112 379 0
 47 118 383 0
 47 120 371 0
 42 123 358 0
 42 126 365 0
 42 137 360 0
 44 135 351 0
 44 138 351 0
 46 148 348 0
 47 162 330 0
 47 169 343 0
 47 173 338 0
 52 185 327 0
 52 188 330 0
 52 195 328 0
 53 193 342 0
 50 199 345 0
 52 217 340 0
 51 209 353 0
 46 199 353 0
 43 196 357 0
 41 196 346 0
 33 205 356 0
 29 207 356 0
 28 204 344 0
 30 195 354 0
 29 213 365 0
 28 219 365 0
 32 214 371 0
 35 209 383 0
 34 199 389 0
 27 207 395 0
 19 203 395 0
 14 208 394 0
 14 213 395 0
 15 216 399 0
 14 217 400 0
 14 222 410 0
 15 224 398 0
 16 232 407 0
 15 238 403 0
 18 249 403 0
 14 250 386 0
 15 249 391 0
 11 261 394 0
 10 277 387 0
 12 283 378 0
 10 284 381 0
 8 290 394 0
 10 306 394 0
 7 302 397 0
 8 312 398 0
 8 323 384 0
 8 333 372 0
 8 339 364 0
 9 330 356 0
 8 338 327 0
 7 339 335 0
 8 329 332 0
 8 337 329 0
 9 354 319 0
 9 348 311 0
 10 364 311 0
 10 363 301 0
 12 369 306 0
 12 381 311 0
 12 379 287 0
 12 393 280 0
 12 403 279 0
 14 405 272 0
 13 403 262 0
 13 402 244 0
 15 401 240 0
 12 411 243 0
 14 411 237 0
 11 414 236 0
 10 447 235 0
 8 446 235 0
 7 460 225 0
 6 459 218 0
 3 452 212 0
 3 446 206 0
 3 463 195 0
 3 465 198 0
 3 470 205 0
 4 481 211 0
 4 486 198 0
 4 489 189 0
 3 492 182 0
 3 500 178 0
 2 490 173 0
 2 480 163 0
 3 506 158 0
 3 521 164 0
 3 533 163 0
 2 540 161 0
 3 543 155 0
 4 566 157 0
 3 570 165 0
 3 562 165 0
 3 569 163 0
 2 592 159 0
 2 582 149 0
 2 597 141 0
 2 621 136 0
 1 620 140 0
 1 631 135 0
 1 651 127 0
 0 670 121 0
 0 676 112 0
 0 700 105 0
 0 700 101 0
 0 699 100 0
 0 698 99 0
